Número control Encuesta;Zona/ Barrio del Estableciminto;Lugar realización encuesta;Departamento;Tipo: H o R;Nombre hot/rest;Tamaño;Sexo;Edad;Es jefe de hogar;Personas que dependen;Cuántos aportan al hog;Lugar nacimiento código;Otro país. Especificar;Año llegó Uruguay última vez;Nivel educ formal;Asiste ed formal;Nombre centro ed;Alguno de los estudios que;Especifique si es otro;Realizó cursos rel con cargo;Han sido pagados por;Especifique quien pagó;Total horas de cursos;Tiene otro trabajo;Sector del otro trab;Especifique sin no es turismo;Tipo contrato;Término del contrato;Especifique meses/u otro término;Contrato por empresa para la que hace tarea;Está en caja;Aporta por 100% salario;Si no en caja: goza benef;Tipo horario;Especifique tipo horario;Criterio día libre;Horas que trabaja en la semana;Razón empleo es parcial;Especifique razón;Trabaja todos meses del año;Cual es el motivo prinicpal por el que no trabaja todos los;Otro motivo. Especificar;En este empleo pertenece a un sindicato;Conoce usted los beneficios de la neg colect;Codigo Sección o depto trabaja;Nombre secciòn o depto donde trabaja;Codigo puesto/cargo de contrato;Nombre puesto/cargo de contrato;Otro Especificar ;Realiza tareas diferentes puestos;Antigüedad AÑOS;Además del tiempo que lleva en esta;Años;Si no tiene experiencia..Ramo de donde proviene;Especificar ramo;Cuál es la Principal razón trabaja en rubro;Especifique razón estar en rubro;Salario mensual sin propina;Rango sal mens sin propina;Cuánto gana hora/día;Propina mes/temp alta;Propina mes/temp baja;No cobra propina;Estoy activamente buscando otras;El año que viene voy a  buscar otro trabajo;Voy a cambiar de trabajo a primera oportunidad;Tengo la intención de renunciar;Motivo principal por el que está buscando;Otro. Especificar;Me sentiría culpable;Siento una responsabilidad;Si tuviera una oferta;Creo que no podría;Aunque fuera ventajoso;Esta empresa se merece;Sería muy feliz si;Realmente siento los;Esta empresa significa;En esta empresa me;Siento amor por mi empresa;Me gusta la tarea que ;Estoy satisfecho con las posibilidades;Estoy satisfecho con mi trabajo;Mi salario me satisface;Estoy satisfecho con cantidad de horas;Limpieza, iluminación ventilación;El entorno físico y el espacio;Los medios materiales que tengo;En mi empresa tengo satisfactorias oportunidades;Estoy satisfecho con la formación;La forma en que se lleva a cabo la negociación;La supervisión que ejercen sobre mí;Estoy satisfecho de cómo mi empresa cumple el convenio;Estoy satisfecho con la estabilidad;Estoy satisfecho con el grado de participación;Me gusta la forma en que mis superiores juzgan;Me satisface mi capacidad actual;Mi empresa me trata con buena jusicia;Estoy contento con el apoyo;Me satisface mi actual grado;Estoy satisfecho con las relaciones;Estoy satisfecho con los incentivos;Estoy contento con el nivel;Estoy satisfecho con mi jornada;Estoy satisfecho con las normas de seguridad;En resumen
146;BARRIO HISTORICO;TRABAJO;4;2;PARRILLADA SANTA RITA;40;1;29;1;2;1;1;99; ;6;2;99;6;IGH COLONIA;2;99;99;99;2;99;99;2;1;99;1;1;1;99;1;NULL;1;44;99;99;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;1;4;1;6;99;NULL;4;CARRERA ELEGIDA;NULL;4;NULL;15000;8000;NULL;1;3;1;1;2;99;1;4;3;1;1;3;1;1;3;4;3;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
147;BARRIO HISTORICO;TRABAJO;4;2;MOJITO PARRILLADA;30;2;39;1;1;0;2;ARGENTINA;1989;2;2;99;7;NULL;2;99;99;99;1;2;CULTURA;1;7;NULL;1;1;3;99;1;NULL;1;50;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.7.;Jefe de alimentos & bebidas   ;;5;1;2;99;1;NULL;3;99;NULL;4;NULL;NULL;NULL;99;2;3;3;3;2;99;4;2;5;1;1;1;1;5;4;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0
148;BARRIO HISTORICO;TRABAJO;4;2;MOJITO PARRILLADA;30;2;23;2;1;3;1;99; ;1;2;99;7;NULL;1;3;99;192;2;99;99;2;1;99;1;1;1;99;1;NULL;1;44;99;99;1;99;NULL;2;2;20;Alimentos y bebidas/ Cocina;20.2.;Ayudante de cocina     ;;4;1;1;3;99;NULL;1;99;NULL;5;NULL;NULL;NULL;99;1;1;3;1;2;99;1;1;2;1;1;5;3;1;2;5;3;1;1;1;1;1;0;1;1;1;0;99;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1
149;CENTRO;TRABAJO;4;1;HOTEL EL MIRADOR;109;1;50;1;4;0;1;99; ;5;2;99;236;ORT;1;13;99;300;1;1;99;2;1;99;2;1;1;99;5;NULL;1;44;99;99;1;99;NULL;2;1;11;Habitaciones Conserjería;11.3.;Supervisor/Coordinador de conserjería     ;;1;30;1;10;99;NULL;1;99;NULL;9;NULL;NULL;NULL;99;2;3;2;1;1;99;5;5;3;4;5;4;3;5;4;3;5;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
150;CENTRO;TRABAJO;4;1;HOTEL EL MIRADOR;109;1;28;1;2;2;1;99; ;3;2;99;6;UTU, GASTRONOMIA;1;3;99;130;2;99;99;2;1;99;1;1;1;99;5;NULL;1;44;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;3;5;1;3;99;NULL;4;GUSTO;NULL;6;NULL;5000;2000;NULL;1;2;3;1;2;99;5;5;5;5;5;5;2;5;5;5;5;1;1;1;1;1;1;1;1;0;0;99;1;99;1;1;0;1;1;1;1;1;1;1;1;1;1
151;CENTRO;TRABAJO;4;1;HOTEL EL MIRADOR;109;1;27;1;1;0;1;99; ;3;1;UTU;7;NULL;1;3;99;24;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;2;1;Mantenimiento;1.1.;Auxiliar de mantenimiento     ;;1;2;1;7;99;NULL;2;99;NULL;4;NULL;NULL;NULL;99;1;1;2;1;NULL;99;3;2;2;1;1;5;4;1;4;5;5;1;1;1;1;1;1;1;1;1;0;99;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
152;CENTRO;TRABAJO;4;1;HOTEL EL MIRADOR;109;2;41;1;3;0;1;99;2012;4;2;99;7;NULL;1;1;99;72;2;99;99;2;1;99;1;1;1;99;5;NULL;1;44;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;3;1;1;23;99;NULL;4;EL DE MAS OPORTUNIDADES;NULL;3;NULL;2000;1000;NULL;4;4;4;1;3;99;1;5;1;1;1;1;1;4;1;1;1;1;0;1;0;0;1;1;1;0;0;99;0;1;0;0;1;1;1;1;1;1;0;1;0;0;0
153;CENTRO;TRABAJO;4;1;HOTEL EL MIRADOR;109;2;39;1;1;0;2;ARGENTINA;1993;10;2;99;6;INSTITUTO DE HOTELERIA, GASTRONOMIA / HOTELERIA;2;99;99;99;2;99;99;2;1;99;1;1;1;99;4;NULL;1;45;99;99;1;99;NULL;2;1;18;Habitaciones Reservas;18.3.;Jefe de reservas     ;;1;1;1;8;99;NULL;1;99;NULL;8;NULL;NULL;NULL;99;1;1;3;1;2;99;2;3;1;2;2;5;5;4;5;5;5;1;1;1;1;1;1;1;1;1;0;99;1;99;1;1;1;1;1;1;1;1;0;1;1;1;1
154;BARRIO HISTORICO;TRABAJO;4;1;POSADA EL CAPULLO;14;1;50;1;4;1;1;99; ;7;2;99;7;NULL;1;3;99;800;1;1;99;2;1;99;1;1;1;99;1;NULL;1;60;99;99;1;99;NULL;2;1;5;Gerencia general - apoyo;5.2;Gerente general      ;;5;13;1;4;99;NULL;1;99;NULL;8;NULL;NULL;NULL;99;1;1;1;1;NULL;99;5;5;5;5;5;1;4;5;1;5;1;1;0;1;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1
155;BARRIO HISTORICO;TRABAJO;4;1;POSADA EL CAPULLO;14;2;37;1;2;0;1;99; ;3;1;LICEO DEPARTAMENTAL COLONIA;7;NULL;1;4;99;89;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;2;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;4;4;2;99;1;NULL;1;99;NULL;7;NULL;NULL;NULL;99;3;3;3;1;2;99;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;99;1;99;1;1;0;1;1;1;1;1;1;1;1;0;1
156;BARRIO HISTORICO;TRABAJO;4;1;POSADA EL CAPULLO;14;2;33;2;1;1;1;99; ;9;2;99;7;NULL;2;99;99;99;1;2;EMPLEADO PUBLICO ZAFRAL;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;1;12;Habitaciones Recepción;12.2.;Recepcionista       ;;5;7;2;99;1;NULL;2;99;NULL;7;NULL;NULL;NULL;99;4;4;4;3;9;99;5;4;1;3;1;2;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0
157;BARRIO HISTORICO;TRABAJO;4;1;POSADA LA MANUEL DEL LOBO;6;2;40;1;0;0;1;99; ;2;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;4;NULL;1;44;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;1;2;2;99;2;COMERCIO;2;99;NULL;6;NULL;NULL;NULL;99;1;3;2;1;2;99;1;1;1;1;1;5;4;1;3;5;5;1;1;1;1;1;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1
158;BARRIO HISTORICO ;TRABAJO;4;1;HOTEL EL ESPAÑOL;18;2;23;2;0;2;1;99; ;3;2;99;7;NULL;1;3;99;384;2;99;99;2;1;99;1;1;1;99;5;NULL;1;44;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;5;4;1;1;99;NULL;4;GUSTO;NULL;5;NULL;NULL;NULL;99;3;3;4;1;1;99;4;5;3;2;2;5;2;1;5;5;5;1;1;1;1;1;1;1;1;0;0;99;1;99;1;1;1;1;1;1;1;1;0;1;1;1;1
159;BARRIO HISTORICO;TRABAJO;4;1;HOTEL ITALIANO;82;2;45;2;0;0;1;99; ;4;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;4;NULL;1;44;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;1;10;1;14;99;NULL;2;99;NULL;7;NULL;NULL;NULL;99;2;1;1;1;NULL;99;1;4;2;1;4;5;5;5;5;5;5;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
160;BARRIO HISTORICO;TRABAJO;4;1;HOTEL ESPERANZA Y ARTEMISA SPA;26;2;33;1;0;1;1;99; ;3;2;99;6;ESCUELA HOTELERIA COLONIA;1;4;99;48;2;99;99;2;1;99;1;1;1;99;4;NULL;1;44;99;99;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.3.;Asistente de alimentos & bebidas   ;;5;12;2;99;2;VENDEDORA/CAJERA;1;99;NULL;6;NULL;NULL;NULL;99;1;1;3;1;8;99;1;5;2;5;1;5;3;1;5;5;5;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
161;BARRIO HISTORICO;TRABAJO;4;1;HOTEL ESPERANZA Y ARTEMISA;26;2;25;1;3;1;1;99; ;2;2;99;6;UTU, PANADERIA;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;2;19;Alimentos y bebidas/Bar;19.1.;Ayudante de bar     ;;5;2;2;99;1;NULL;1;99;NULL;5;NULL;NULL;NULL;99;1;1;3;1;2;99;5;1;1;1;1;5;5;2;5;5;5;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
162;BARRIO HISTORICO;TRABAJO;4;1;REMUS ART HOTEL;3;2;26;1;1;1;1;99; ;3;2;99;7;NULL;1;4;99;300;2;99;99;2;8;3 MESES A PRUEBA;1;2;99;12346;4;NULL;1;44;99;99;1;99;NULL;2;2;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;1;1;1;1;99;NULL;2;99;NULL;2;NULL;NULL;NULL;99;3;3;4;3;5;99;1;2;1;1;1;5;2;1;4;5;3;1;1;1;0;1;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
163;BARRIO HISTORICO;TRABAJO;4;1;REMUS ART HOTEL;3;2;57;2;0;0;2;CUBA;2017;7;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;5;NULL;1;44;99;99;1;99;NULL;2;2;7;Gestión humana - apoyo ;7.5.;Otro;Encargada;5;3;2;99;2;JOYERIA;4;ME GUSTA LA ATENCION AL PUBLICO;NULL;5;NULL;NULL;NULL;99;1;1;1;1;NULL;99;5;5;5;5;2;5;2;5;5;5;5;1;0;1;0;1;1;1;1;0;1;99;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1
164;BARRIO HISTORICO;TRABAJO;4;1;ROYAL HOTEL;69;2;33;1;2;0;1;99; ;9;2;99;7;NULL;1;3;99;40;2;99;99;2;1;99;1;1;1;99;4;NULL;1;49;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;5;4;1;1;99;NULL;2;99;NULL;4;NULL;NULL;NULL;99;3;3;4;2;2;99;2;4;5;4;5;5;1;4;4;4;4;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
165;BARRIO HISTORICO;TRABAJO;4;1;ROYAL HOTEL;69;2;31;1;1;1;1;99; ;3;2;99;7;NULL;1;3;99;40;2;99;99;2;1;99;1;1;1;99;4;NULL;1;49;99;99;1;99;NULL;2;2;17;Habitaciones Ama de llaves;17.5.;Gobernanta-Jefe de ama de llaves   ;;5;5;2;99;1;NULL;2;99;NULL;5;NULL;NULL;NULL;99;1;3;4;2;2;99;2;2;2;1;1;5;1;1;3;4;1;1;0;1;0;0;0;1;1;1;1;99;1;1;1;1;0;1;1;1;1;1;0;0;1;0;1
166;PUNTA  CARRETAS ;TRABAJO;1;1;HOTEL VIVALDI;94;2;51;2;0;1;1;99; ;3;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;4;NULL;1;48;99;99;1;99;NULL;1;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;5;4;1;6;99;NULL;1;99;NULL;3;NULL;NULL;NULL;99;2;2;3;2;5;99;1;2;1;1;1;3;4;2;2;4;1;1;0;1;0;1;1;1;1;0;0;99;0;1;1;1;0;0;1;1;0;1;0;0;1;1;1
167;PUNTA  CARRETAS ;TRABAJO;1;1;HOTEL VIVALDI;94;1;42;1;0;1;1;99;2009;5;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;4;NULL;1;48;99;99;1;99;NULL;2;2;18;Habitaciones Reservas;18.1.;Asistente de reservas     ;;5;1;1;9;99;NULL;2;99;NULL;4;NULL;NULL;NULL;99;3;2;3;1;2;99;3;1;1;1;1;3;3;4;4;4;4;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
168;CIUDAD VIEJA;TRABAJO;1;2;LA CHACRA RESTAURANTE;40;1;48;1;3;0;1;99;2002;4;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;2;55;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.5.;Maitre (Supervisor)      ;;2;17;1;10;99;NULL;1;99;NULL;9;NULL;NULL;NULL;99;1;1;1;1;NULL;99;3;4;1;4;4;4;3;3;5;5;5;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
169;CIUDAD VIEJA;TRABAJO;1;2;LA CHACRA RESTAURANTE;40;1;59;1;2;0;1;99; ;3;2;99;7;NULL;2;99;99;99;2;99;99;1;7;NULL;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;1;14;1;35;99;NULL;1;99;NULL;7;NULL;20000;NULL;NULL;1;1;1;1;NULL;99;2;2;4;2;4;5;5;5;5;5;5;1;1;1;0;1;0;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1
170;CIUDAD VIEJA;TRABAJO;1;2;LA CHACRA RESTAURANTE;40;1;25;1;3;0;1;99; ;3;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;48;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;4;1;1;1;99;NULL;3;99;NULL;5;NULL;1500;NULL;NULL;1;1;1;1;NULL;99;1;1;1;1;1;5;5;1;1;5;1;1;1;1;1;1;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
171;CIUDAD VIEJA;TRABAJO;1;2;LA CHACRA RESTAURANTE;40;1;50;1;2;0;1;99; ;4;2;99;7;NULL;1;2;99;8;2;99;99;2;1;99;1;1;1;99;2;NULL;1;46;99;99;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;4;12;1;17;99;NULL;2;99;NULL;5;NULL;40000;NULL;NULL;1;3;1;1;2;99;1;3;1;1;1;5;3;4;4;3;3;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;1;1
172;CIUDAD VIEJA;TRABAJO;1;2;LA CHACRA RESTAURANTE;40;1;19;2;0;2;1;99; ;3;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;48;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;1;2;2;99;3;NULL;3;99;NULL;5;NULL;2000;NULL;NULL;1;1;1;1;NULL;99;1;5;1;5;5;5;5;5;3;3;3;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1
173;CIUDAD VIEJA;TRABAJO;1;2;EL PALENQUE;80;1;46;1;2;0;1;99; ;5;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;5;NULL;1;44;99;99;1;99;NULL;1;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;5;26;2;99;3;NULL;1;99;NULL;6;NULL;35000;NULL;NULL;1;1;1;1;NULL;99;5;5;5;5;5;5;5;5;2;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
174;CARRASCO;TRABAJO;1;1;COTTAGE;48;2;30;2;0;1;1;99;2013;8;2;99;6;ITHU, UNVIVERSIDAD OTAWA, LICENCIATURA EN RELACIONES EXTERIORES;1;13;99;960;2;99;99;2;1;99;1;1;1;99;2;NULL;1;50;99;99;1;99;NULL;2;1;18;Habitaciones Reservas;18.3.;Jefe de reservas     ;;5;6;2;99;3;MARKETING;1;99;NULL;8;NULL;NULL;NULL;99;1;2;2;1;NULL;99;5;4;2;1;1;4;2;2;4;4;4;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
175;CIUDAD VIEJA;TRABAJO;1;2;CABAÑA VERONICA;20;1;40;1;5;1;2;ARGENTINA;1989;4;1;LICEO ;7;NULL;1;3;99;480;2;99;99;2;1;99;1;1;1;99;2;NULL;1;54;99;99;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;3;12;1;10;99;NULL;1;99;NULL;7;NULL;30000;NULL;NULL;1;1;1;1;NULL;99;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
176;PUNTA  CARRETAS ;TRABAJO;1;1;HOTEL VIVALDI;94;2;29;1;2;1;1;99; ;5;1;UTU;1;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;48;99;99;1;99;NULL;2;2;18;Habitaciones Reservas;18.3.;Jefe de reservas     ;;1;4;2;99;1;NULL;1;99;NULL;7;NULL;3000;NULL;NULL;1;3;1;1;2;99;3;5;5;5;5;5;4;4;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
177;CIUDAD VIEJA;TRABAJO;1;2;EL PALENQUE;80;1;24;2;0;2;1;99; ;4;2;99;7;NULL;1;1;99;320;2;99;99;1;7;NULL;1;1;1;99;2;NULL;1;44;99;99;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.5.;Maitre (Supervisor)      ;;3;5;2;99;1;NULL;1;99;NULL;6;NULL;NULL;NULL;99;1;1;1;1;NULL;99;5;5;5;5;5;5;5;5;5;5;5;1;0;1;0;1;1;1;1;1;0;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
178;PUNTA  CARRETAS ;TRABAJO;1;1;HOTEL VIVALDI;94;1;23;1;0;1;1;99; ;7;1;ESCUELA SUPERIOR DE GASTRONOMIA, HOTELERIA Y TURISMO (UTU);1;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;5;NULL;1;48;99;99;1;99;NULL;2;1;12;Habitaciones Recepción;12.2.;Recepcionista       ;;1;1;2;99;2;COMERCIAL;1;99;NULL;6;NULL;NULL;NULL;99;1;1;1;1;NULL;99;5;5;5;3;5;5;3;3;3;4;2;1;1;1;1;1;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
179;CENTRO;TRABAJO;1;1;HOTEL CALIFORNIA;50;2;32;1;2;0;1;99; ;4;2;99;7;NULL;1;4;99;180;2;99;99;2;1;99;1;1;1;99;2;NULL;1;48;99;99;1;99;NULL;2;1;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;1;2;1;1;99;NULL;2;99;NULL;4;NULL;500;NULL;NULL;3;4;4;2;2;99;5;4;1;1;4;5;1;1;3;3;1;1;1;1;0;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
180;CENTRO ;TRABAJO;1;1;HOTEL MEDITERRANEO;28;2;38;1;4;1;2;REPUBLICA DOMINICANA;2017;7;2;99;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;4;NULL;1;48;99;99;1;99;NULL;2;2;17;Habitaciones Ama de llaves;17.2.;Mucama       ;;6;1;2;99;2;RESTAURANTE/BACHERO;2;99;NULL;4;NULL;NULL;NULL;99;4;4;4;4;2;99;1;5;1;1;1;3;1;5;1;4;1;0;1;0;0;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0
181;CENTRO;TRABAJO;1;1;HOTEL MEDITERRANEO;28;1;23;1;0;0;1;99; ;7;1;DERECHO/UDELAR;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;48;99;99;1;99;NULL;2;1;12;Habitaciones Recepción;12.2.;Recepcionista       ;;1;1;2;99;3;NULL;2;99;NULL;6;NULL;NULL;NULL;99;1;2;1;1;NULL;99;4;4;3;4;4;5;2;1;2;3;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
182;CENTRO;TRABAJO;1;1;SMART HOTEL;65;2;29;2;0;2;1;99; ;6;1;ORT;6;ORT, TECNICO EN GENERCIA TURISTICA;1;3;99;60;2;99;99;2;1;99;1;1;1;99;4;NULL;1;48;99;99;1;99;NULL;2;2;12;Habitaciones Recepción;12.2.;Recepcionista       ;;5;3;1;3;99;NULL;1;99;NULL;5;NULL;NULL;NULL;99;4;4;4;4;5;99;1;2;1;1;1;1;1;1;1;4;1;1;0;1;0;0;1;1;1;1;0;99;1;99;1;1;1;1;1;1;1;1;0;1;0;1;1
183;CENTRO;TRABAJO;1;1;SMART HOTEL;65;1;27;2;0;0;2;ARGENTINA;2016;8;2;99;7;NULL;1;3;99;100;2;99;99;2;1;99;1;1;1;99;5;NULL;1;48;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.5;Maitre (Supervisor)      ;;5;1;1;3;99;NULL;2;99;NULL;8;NULL;NULL;NULL;99;1;1;1;1;NULL;99;5;5;5;5;5;5;5;5;5;5;5;1;0;0;0;0;1;1;1;0;0;1;1;0;1;1;0;1;0;1;1;0;1;1;0;1;1
184;CARRASCO;TRABAJO;1;1;HOTEL HILTON CARRASCO;117;1;24;1;0;1;2;VENEZUELA;2019;7;2;99;7;NULL;1;3;99;480;2;99;99;2;1;99;1;1;1;99;5;NULL;1;48;99;99;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;5;1;1;6;99;NULL;4;OPORTUNIDAD;NULL;4;NULL;4000;NULL;NULL;1;1;1;1;NULL;99;5;5;3;4;3;5;3;2;4;5;5;1;0;1;0;1;1;1;1;1;1;99;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1
185;CARRASCO;TRABAJO;1;1;HOTEL HILTON CARRASCO;117;2;31;1;4;0;1;99; ;4;2;99;6;ESCUELA FFAA;1;3;99;336;2;99;99;2;1;99;1;1;1;99;5;NULL;1;48;99;99;1;99;NULL;2;1;20;Alimentos y bebidas/ Cocina;20.5.;Cocinero       ;;4;2;1;3;99;NULL;1;99;NULL;6;NULL;NULL;NULL;99;1;1;1;1;NULL;99;1;1;1;1;1;5;3;3;5;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
186;CARRASCO;TRABAJO;1;1;HOTEL HILTON CARRASCO;117;2;26;2;0;0;1;99; ;8;1;UNIVERSIDAD CATOLICA;7;NULL;2;99;99;99;2;99;99;2;1;99;1;1;1;99;2;NULL;1;45;99;99;1;99;NULL;2;1;7;Gestión humana - apoyo ;7.1.;Asistente de Gestión Humana    ;;4;2;1;2;99;NULL;1;99;NULL;7;NULL;NULL;NULL;99;1;1;1;1;NULL;99;1;5;1;1;1;5;1;4;4;4;5;1;1;1;0;0;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
187;PUNTA  CARRETAS ;TRABAJO;1;2;URUGUAY NATURAL PARRILLA GOURMET;30;2;41;1;4;0;1;99; ;4;2;99;7;NULL;1;3;99;72;2;99;99;2;1;99;1;1;1;99;2;NULL;1;36;4;TIPO DE CONTRATO;1;99;NULL;2;2;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;;1;1;1;20;99;NULL;1;99;NULL;3;NULL;7000;NULL;NULL;1;3;1;1;10;COMO COMPLEMENTO DEL ACTUAL ;3;4;5;5;3;5;3;3;4;4;4;1;1;1;1;1;1;1;1;0;0;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
188;PUNTA  CARRETAS ;TRABAJO;1;2;URUGUAY NATURAL PARRILLA GOURMET;30;2;31;1;1;0;1;99; ;3;2;99;7;NULL;1;4;99;600;2;99;99;2;1;99;1;1;1;99;2;NULL;1;48;99;99;1;99;NULL;2;2;20;Alimentos y bebidas/ Cocina;20.2.;Ayudante de cocina     ;;4;1;1;7;99;NULL;1;99;NULL;4;NULL;5000;NULL;NULL;1;3;2;2;2;99;3;4;3;2;3;4;3;2;2;2;2;1;1;1;0;1;1;1;1;1;1;99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
